SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
Λέρνης,urn:cite:fuSyntax:0085003tokens.2897224_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:677.1,urn:cite:fuSyntax:0085003sentences.2897224,4261,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897224_28,Λέρνα1
κρήνην,urn:cite:fuSyntax:0085003tokens.2897224_28,urn:cts:greekLit:tlg0085.tlg003.fuSyn:677.3,urn:cite:fuSyntax:0085003sentences.2897224,4263,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897224_27,κρήνη1
βουκόλος,urn:cite:fuSyntax:0085003tokens.2897225_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:677.5,urn:cite:fuSyntax:0085003sentences.2897225,4265,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897225_6,βουκόλοσ
ὀργὴν,urn:cite:fuSyntax:0085003tokens.2897225_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:678.2,urn:cite:fuSyntax:0085003sentences.2897225,4269,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897225_4,ὀργή1
Ἄργος,urn:cite:fuSyntax:0085003tokens.2897225_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:678.3,urn:cite:fuSyntax:0085003sentences.2897225,4270,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897225_7,Ἄργοσ
ὄσσοις,urn:cite:fuSyntax:0085003tokens.2897225_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:679.1,urn:cite:fuSyntax:0085003sentences.2897225,4274,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897225_11,ὄσσε1
στίβους,urn:cite:fuSyntax:0085003tokens.2897225_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:679.6,urn:cite:fuSyntax:0085003sentences.2897225,4279,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897225_14,στίβοσ
μόρος,urn:cite:fuSyntax:0085003tokens.2897226_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:680.5,urn:cite:fuSyntax:0085003sentences.2897226,4285,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897226_8,μόροσ
οἰστροπλὴξ,urn:cite:fuSyntax:0085003tokens.2897227_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:681.5,urn:cite:fuSyntax:0085003sentences.2897227,4290,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897227_3,οἰστροπλήξ1
μάστιγι,urn:cite:fuSyntax:0085003tokens.2897227_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:682.1,urn:cite:fuSyntax:0085003sentences.2897227,4293,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897227_9,μάστιξ1
γῆν,urn:cite:fuSyntax:0085003tokens.2897227_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:682.3,urn:cite:fuSyntax:0085003sentences.2897227,4295,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897227_9,γῆ1
γῆς,urn:cite:fuSyntax:0085003tokens.2897227_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:682.5,urn:cite:fuSyntax:0085003sentences.2897227,4297,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897227_7,γῆ1
πόνων,urn:cite:fuSyntax:0085003tokens.2897229_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:684.2,urn:cite:fuSyntax:0085003sentences.2897229,4311,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897229_5,πόνοσ
μύθοις,urn:cite:fuSyntax:0085003tokens.2897230_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:685.2,urn:cite:fuSyntax:0085003sentences.2897230,4320,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897230_5,μῦθοσ
νόσημα,urn:cite:fuSyntax:0085003tokens.2897231_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:685.5,urn:cite:fuSyntax:0085003sentences.2897231,4323,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897231_4,νόσημα1
λόγους,urn:cite:fuSyntax:0085003tokens.2897231_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:686.5,urn:cite:fuSyntax:0085003sentences.2897231,4329,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897231_4,λόγοσ
λόγους,urn:cite:fuSyntax:0085003tokens.2897233_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:689.2,urn:cite:fuSyntax:0085003sentences.2897233,4344,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897233_6,λόγοσ
ἀκοὰν,urn:cite:fuSyntax:0085003tokens.2897233_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:689.4,urn:cite:fuSyntax:0085003sentences.2897233,4346,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897233_8,ἀκοή1
πήματα,urn:cite:fuSyntax:0085003tokens.2897233_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:691.1,urn:cite:fuSyntax:0085003sentences.2897233,4355,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897233_19,πῆμα1
λύματα,urn:cite:fuSyntax:0085003tokens.2897233_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:691.3,urn:cite:fuSyntax:0085003sentences.2897233,4357,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897233_19,λῦμα1
[δείματα],urn:cite:fuSyntax:0085003tokens.2897233_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:691.5,urn:cite:fuSyntax:0085003sentences.2897233,4359,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897233_0,δεῖμα1
κέντρῳ,urn:cite:fuSyntax:0085003tokens.2897233_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:692.1,urn:cite:fuSyntax:0085003sentences.2897233,4363,n-s---nd-,urn:cite:fuSyntax:0085003tokens.2897233_27,κέντρον1
ψυχὰν,urn:cite:fuSyntax:0085003tokens.2897233_28,urn:cts:greekLit:tlg0085.tlg003.fuSyn:692.3,urn:cite:fuSyntax:0085003sentences.2897233,4365,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897233_27,ψυχή1
μοῖρα,urn:cite:fuSyntax:0085003tokens.2897234_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:693.3,urn:cite:fuSyntax:0085003sentences.2897234,4370,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2897234_4,μοῖρα1
μοῖρα,urn:cite:fuSyntax:0085003tokens.2897234_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:693.4,urn:cite:fuSyntax:0085003sentences.2897234,4371,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2897234_6,μοῖρα1
πρᾶξιν,urn:cite:fuSyntax:0085003tokens.2897234_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:695.3,urn:cite:fuSyntax:0085003sentences.2897234,4375,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897234_7,πρᾶξισ
Ἰοῦς,urn:cite:fuSyntax:0085003tokens.2897234_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:695.4,urn:cite:fuSyntax:0085003sentences.2897234,4376,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897234_8,Ἰώ1
φόβου,urn:cite:fuSyntax:0085003tokens.2897235_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:696.5,urn:cite:fuSyntax:0085003sentences.2897235,4382,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897235_6,φόβοσ
ἄλγος,urn:cite:fuSyntax:0085003tokens.2897238_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:699.3,urn:cite:fuSyntax:0085003sentences.2897238,4405,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897238_8,ἄλγοσ
χρείαν,urn:cite:fuSyntax:0085003tokens.2897239_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:700.4,urn:cite:fuSyntax:0085003sentences.2897239,4412,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897239_5,χρεία1
ἆθλον,urn:cite:fuSyntax:0085003tokens.2897240_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:702.4,urn:cite:fuSyntax:0085003sentences.2897240,4426,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897240_10,ἆθλοσ
πάθη,urn:cite:fuSyntax:0085003tokens.2897241_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:703.8,urn:cite:fuSyntax:0085003sentences.2897241,4436,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897241_9,πάθοσ
Ἥρας,urn:cite:fuSyntax:0085003tokens.2897241_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:704.3,urn:cite:fuSyntax:0085003sentences.2897241,4439,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897241_10,Ἥρα1
νεάνιδα,urn:cite:fuSyntax:0085003tokens.2897241_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:704.6,urn:cite:fuSyntax:0085003sentences.2897241,4442,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897241_9,νεᾶνισ
σπέρμα,urn:cite:fuSyntax:0085003tokens.2897242_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:705.4,urn:cite:fuSyntax:0085003sentences.2897242,4447,n-s---nv-,urn:cite:fuSyntax:0085003tokens.2897242_10,σπέρμα
λόγους,urn:cite:fuSyntax:0085003tokens.2897242_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:705.8,urn:cite:fuSyntax:0085003sentences.2897242,4451,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897242_10,λόγοσ
θυμῷ,urn:cite:fuSyntax:0085003tokens.2897242_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:706.1,urn:cite:fuSyntax:0085003sentences.2897242,4452,n-s---md-,urn:cite:fuSyntax:0085003tokens.2897242_10,θυμόσ
τέρματ᾽,urn:cite:fuSyntax:0085003tokens.2897242_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:706.6,urn:cite:fuSyntax:0085003sentences.2897242,4457,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897242_15,τέρμα1
ὁδοῦ,urn:cite:fuSyntax:0085003tokens.2897242_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:706.8,urn:cite:fuSyntax:0085003sentences.2897242,4459,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897242_14,ὁδόσ
ἡλίου,urn:cite:fuSyntax:0085003tokens.2897243_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:707.4,urn:cite:fuSyntax:0085003sentences.2897243,4464,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897243_6,ἥλιοσ
ἀντολὰς,urn:cite:fuSyntax:0085003tokens.2897243_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:707.6,urn:cite:fuSyntax:0085003sentences.2897243,4466,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897243_5,ἀνατολή1
γύας,urn:cite:fuSyntax:0085003tokens.2897243_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:708.5,urn:cite:fuSyntax:0085003sentences.2897243,4471,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897243_9,γύησ
Σκύθας,urn:cite:fuSyntax:0085003tokens.2897244_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:709.1,urn:cite:fuSyntax:0085003sentences.2897244,4473,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897244_3,Σκύθησ
νομάδας,urn:cite:fuSyntax:0085003tokens.2897244_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:709.4,urn:cite:fuSyntax:0085003sentences.2897244,4476,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897244_1,νομάσ
πλεκτὰς,urn:cite:fuSyntax:0085003tokens.2897244_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:709.7,urn:cite:fuSyntax:0085003sentences.2897244,4479,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897244_8,πλεκτή1
στέγας,urn:cite:fuSyntax:0085003tokens.2897244_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:709.8,urn:cite:fuSyntax:0085003sentences.2897244,4480,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897244_10,στέγη1
ὄχοις,urn:cite:fuSyntax:0085003tokens.2897244_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:710.5,urn:cite:fuSyntax:0085003sentences.2897244,4485,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897244_11,ὄχοσ
τόξοισιν,urn:cite:fuSyntax:0085003tokens.2897244_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:711.2,urn:cite:fuSyntax:0085003sentences.2897244,4487,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897244_16,τόξον1
πόδας,urn:cite:fuSyntax:0085003tokens.2897245_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:712.7,urn:cite:fuSyntax:0085003sentences.2897245,4496,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897245_8,πούσ
ῥαχίαισιν,urn:cite:fuSyntax:0085003tokens.2897245_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:713.2,urn:cite:fuSyntax:0085003sentences.2897245,4498,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897245_8,ῥαχία1
χθόνα,urn:cite:fuSyntax:0085003tokens.2897245_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:713.4,urn:cite:fuSyntax:0085003sentences.2897245,4500,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897245_10,χθών1
χειρὸς,urn:cite:fuSyntax:0085003tokens.2897246_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:714.3,urn:cite:fuSyntax:0085003sentences.2897246,4504,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897246_6,χείρ1
σιδηροτέκτονες,urn:cite:fuSyntax:0085003tokens.2897246_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:714.5,urn:cite:fuSyntax:0085003sentences.2897246,4506,n-p---mn-,urn:cite:fuSyntax:0085003tokens.2897246_7,σιδηροτέκτων1
Χάλυβες,urn:cite:fuSyntax:0085003tokens.2897246_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:715.2,urn:cite:fuSyntax:0085003sentences.2897246,4508,n-p---mn-,urn:cite:fuSyntax:0085003tokens.2897246_6,Χάλυψ1
Ὑβριστὴν,urn:cite:fuSyntax:0085003tokens.2897248_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:717.3,urn:cite:fuSyntax:0085003sentences.2897248,4524,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897248_4,ὑβριστήσ
ποταμὸν,urn:cite:fuSyntax:0085003tokens.2897248_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:717.4,urn:cite:fuSyntax:0085003sentences.2897248,4525,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897248_1,ποταμόσ
Καύκασον,urn:cite:fuSyntax:0085003tokens.2897248_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:719.5,urn:cite:fuSyntax:0085003sentences.2897248,4542,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897248_19,Καύκασοσ
ὀρῶν,urn:cite:fuSyntax:0085003tokens.2897248_24,urn:cts:greekLit:tlg0085.tlg003.fuSyn:719.8,urn:cite:fuSyntax:0085003sentences.2897248,4545,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897248_25,ὄροσ
ποταμὸς,urn:cite:fuSyntax:0085003tokens.2897248_28,urn:cts:greekLit:tlg0085.tlg003.fuSyn:720.4,urn:cite:fuSyntax:0085003sentences.2897248,4549,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897248_29,ποταμόσ
μένος,urn:cite:fuSyntax:0085003tokens.2897248_30,urn:cts:greekLit:tlg0085.tlg003.fuSyn:720.6,urn:cite:fuSyntax:0085003sentences.2897248,4551,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897248_29,μένοσ
κροτάφων,urn:cite:fuSyntax:0085003tokens.2897248_31,urn:cts:greekLit:tlg0085.tlg003.fuSyn:721.1,urn:cite:fuSyntax:0085003sentences.2897248,4552,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897248_32,κρόταφοσ
κορυφὰς,urn:cite:fuSyntax:0085003tokens.2897249_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:722.1,urn:cite:fuSyntax:0085003sentences.2897249,4559,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897249_5,κορυφή1
κέλευθον,urn:cite:fuSyntax:0085003tokens.2897249_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:723.2,urn:cite:fuSyntax:0085003sentences.2897249,4564,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897249_6,κέλευθοσ
Ἀμαζόνων,urn:cite:fuSyntax:0085003tokens.2897249_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:723.6,urn:cite:fuSyntax:0085003sentences.2897249,4568,n-p---fg-,urn:cite:fuSyntax:0085003tokens.2897249_14,Ἀμαζών1
στρατὸν,urn:cite:fuSyntax:0085003tokens.2897249_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:723.7,urn:cite:fuSyntax:0085003sentences.2897249,4569,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897249_15,στρατόσ
στυγάνορ᾽,urn:cite:fuSyntax:0085003tokens.2897249_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:724.2,urn:cite:fuSyntax:0085003sentences.2897249,4571,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897249_14,στυγάνωρ1
Θεμίσκυράν,urn:cite:fuSyntax:0085003tokens.2897249_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:724.5,urn:cite:fuSyntax:0085003sentences.2897249,4574,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897249_21,Θεμίσκυρα
Θερμώδονθ᾽,urn:cite:fuSyntax:0085003tokens.2897249_23,urn:cts:greekLit:tlg0085.tlg003.fuSyn:725.3,urn:cite:fuSyntax:0085003sentences.2897249,4578,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897249_22,Θερμώδων
πόντου,urn:cite:fuSyntax:0085003tokens.2897249_27,urn:cts:greekLit:tlg0085.tlg003.fuSyn:726.2,urn:cite:fuSyntax:0085003sentences.2897249,4582,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897249_29,πόντοσ
γνάθος,urn:cite:fuSyntax:0085003tokens.2897249_29,urn:cts:greekLit:tlg0085.tlg003.fuSyn:726.4,urn:cite:fuSyntax:0085003sentences.2897249,4584,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897249_32,γνάθοσ
ναύταισι,urn:cite:fuSyntax:0085003tokens.2897249_31,urn:cts:greekLit:tlg0085.tlg003.fuSyn:727.2,urn:cite:fuSyntax:0085003sentences.2897249,4586,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897249_30,ναύτησ
μητρυιὰ,urn:cite:fuSyntax:0085003tokens.2897249_33,urn:cts:greekLit:tlg0085.tlg003.fuSyn:727.4,urn:cite:fuSyntax:0085003sentences.2897249,4588,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897249_32,μητρυιά1
νεῶν,urn:cite:fuSyntax:0085003tokens.2897249_34,urn:cts:greekLit:tlg0085.tlg003.fuSyn:727.5,urn:cite:fuSyntax:0085003sentences.2897249,4589,n-p---fg-,urn:cite:fuSyntax:0085003tokens.2897249_33,ναῦσ
ἰσθμὸν,urn:cite:fuSyntax:0085003tokens.2897251_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:729.1,urn:cite:fuSyntax:0085003sentences.2897251,4598,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897251_9,ἰσθμόσ
λίμνης,urn:cite:fuSyntax:0085003tokens.2897251_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:729.6,urn:cite:fuSyntax:0085003sentences.2897251,4603,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897251_7,λίμνη1
πύλαις,urn:cite:fuSyntax:0085003tokens.2897251_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:729.7,urn:cite:fuSyntax:0085003sentences.2897251,4604,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897251_3,πύλη1
αὐλῶν᾽,urn:cite:fuSyntax:0085003tokens.2897251_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:731.2,urn:cite:fuSyntax:0085003sentences.2897251,4613,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897251_17,αὐλών1
λόγος,urn:cite:fuSyntax:0085003tokens.2897252_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:732.5,urn:cite:fuSyntax:0085003sentences.2897252,4621,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897252_1,λόγοσ
πορείας,urn:cite:fuSyntax:0085003tokens.2897252_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:733.3,urn:cite:fuSyntax:0085003sentences.2897252,4625,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897252_5,πορεία1
Βόσπορος,urn:cite:fuSyntax:0085003tokens.2897252_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:733.5,urn:cite:fuSyntax:0085003sentences.2897252,4627,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897252_14,Βόσποροσ
Εὐρώπης,urn:cite:fuSyntax:0085003tokens.2897253_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:734.5,urn:cite:fuSyntax:0085003sentences.2897253,4634,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897253_4,Εὐρώπη1
πέδον,urn:cite:fuSyntax:0085003tokens.2897253_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:734.6,urn:cite:fuSyntax:0085003sentences.2897253,4635,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897253_1,πέδον1
ἤπειρον,urn:cite:fuSyntax:0085003tokens.2897253_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:735.1,urn:cite:fuSyntax:0085003sentences.2897253,4636,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897253_6,ἤπειροσ
Ἀσιάδ᾽,urn:cite:fuSyntax:0085003tokens.2897253_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:735.3,urn:cite:fuSyntax:0085003sentences.2897253,4638,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897253_5,Ἀσιάσ
θεῶν,urn:cite:fuSyntax:0085003tokens.2897254_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:736.3,urn:cite:fuSyntax:0085003sentences.2897254,4646,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897254_8,θεόσ
τύραννος,urn:cite:fuSyntax:0085003tokens.2897254_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:736.4,urn:cite:fuSyntax:0085003sentences.2897254,4647,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897254_4,τύραννοσ
θεὸς,urn:cite:fuSyntax:0085003tokens.2897255_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:737.7,urn:cite:fuSyntax:0085003sentences.2897255,4658,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897255_5,θεόσ
πλάνας,urn:cite:fuSyntax:0085003tokens.2897255_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:738.5,urn:cite:fuSyntax:0085003sentences.2897255,4663,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897255_8,πλάνη1
κόρη,urn:cite:fuSyntax:0085003tokens.2897256_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:739.6,urn:cite:fuSyntax:0085003sentences.2897256,4670,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2897256_3,κόρη1
γάμων,urn:cite:fuSyntax:0085003tokens.2897256_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:739.10,urn:cite:fuSyntax:0085003sentences.2897256,4674,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897256_11,γάμοσ
μνηστῆρος,urn:cite:fuSyntax:0085003tokens.2897256_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:740.1,urn:cite:fuSyntax:0085003sentences.2897256,4675,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897256_3,μνηστήρ1
λόγους,urn:cite:fuSyntax:0085003tokens.2897257_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:740.7,urn:cite:fuSyntax:0085003sentences.2897257,4681,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897257_7,λόγοσ
προοιμίοις,urn:cite:fuSyntax:0085003tokens.2897257_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:741.7,urn:cite:fuSyntax:0085003sentences.2897257,4689,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897257_12,προοίμιον1
πημάτων,urn:cite:fuSyntax:0085003tokens.2897261_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:745.6,urn:cite:fuSyntax:0085003sentences.2897261,4719,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897261_3,πῆμα1
πέλαγος,urn:cite:fuSyntax:0085003tokens.2897262_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:746.3,urn:cite:fuSyntax:0085003sentences.2897262,4724,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897262_0,πέλαγοσ
δύης,urn:cite:fuSyntax:0085003tokens.2897262_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:746.5,urn:cite:fuSyntax:0085003sentences.2897262,4726,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897262_3,δύη1
κέρδος,urn:cite:fuSyntax:0085003tokens.2897263_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:747.5,urn:cite:fuSyntax:0085003sentences.2897263,4732,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897263_7,κέρδοσ
τάχει,urn:cite:fuSyntax:0085003tokens.2897263_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:747.10,urn:cite:fuSyntax:0085003sentences.2897263,4737,n-s---nd-,urn:cite:fuSyntax:0085003tokens.2897263_9,τάχοσ
πέτρας,urn:cite:fuSyntax:0085003tokens.2897263_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:748.6,urn:cite:fuSyntax:0085003sentences.2897263,4743,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897263_14,πέτρα1
πόνων,urn:cite:fuSyntax:0085003tokens.2897263_23,urn:cts:greekLit:tlg0085.tlg003.fuSyn:749.6,urn:cite:fuSyntax:0085003sentences.2897263,4750,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897263_24,πόνοσ
ἡμέρας,urn:cite:fuSyntax:0085003tokens.2897264_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:751.4,urn:cite:fuSyntax:0085003sentences.2897264,4760,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897264_9,ἡμέρα1
ἄθλους,urn:cite:fuSyntax:0085003tokens.2897265_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:752.6,urn:cite:fuSyntax:0085003sentences.2897265,4769,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897265_7,ἆθλοσ
πημάτων,urn:cite:fuSyntax:0085003tokens.2897266_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:754.5,urn:cite:fuSyntax:0085003sentences.2897266,4783,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897266_6,πῆμα1
ἀπαλλαγή,urn:cite:fuSyntax:0085003tokens.2897266_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:754.6,urn:cite:fuSyntax:0085003sentences.2897266,4784,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897266_3,ἀπαλλαγή1
