SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
νυκτίφοιτ᾽,urn:cite:fuSyntax:0085003tokens.2897217_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:657.3,urn:cite:fuSyntax:0085003sentences.2897217,4140,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897217_14,νυκτίφοιτοσ
πυκνοὺς,urn:cite:fuSyntax:0085003tokens.2897218_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:658.8,urn:cite:fuSyntax:0085003sentences.2897218,4150,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897218_9,πυκνόσ
θεοπρόπους,urn:cite:fuSyntax:0085003tokens.2897218_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:659.1,urn:cite:fuSyntax:0085003sentences.2897218,4151,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897218_10,θεοπρόποσ
φίλα,urn:cite:fuSyntax:0085003tokens.2897218_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:660.6,urn:cite:fuSyntax:0085003sentences.2897218,4163,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897218_20,φίλοσ
αἰολοστόμους,urn:cite:fuSyntax:0085003tokens.2897219_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:661.4,urn:cite:fuSyntax:0085003sentences.2897219,4168,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897219_5,αἰολόστομοσ
ἀσήμους,urn:cite:fuSyntax:0085003tokens.2897219_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:662.2,urn:cite:fuSyntax:0085003sentences.2897219,4170,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897219_8,ἄσημοσ
ἐναργὴς,urn:cite:fuSyntax:0085003tokens.2897220_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:663.3,urn:cite:fuSyntax:0085003sentences.2897220,4177,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897220_4,ἐναργήσ
ἄφετον,urn:cite:fuSyntax:0085003tokens.2897220_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:666.1,urn:cite:fuSyntax:0085003sentences.2897220,4193,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897220_20,ἄφετοσ
ἐσχάτοις,urn:cite:fuSyntax:0085003tokens.2897220_23,urn:cts:greekLit:tlg0085.tlg003.fuSyn:666.5,urn:cite:fuSyntax:0085003sentences.2897220,4197,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897220_24,ἔσχατοσ
πυρωπὸν,urn:cite:fuSyntax:0085003tokens.2897221_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:667.5,urn:cite:fuSyntax:0085003sentences.2897221,4204,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897221_9,πυρωπόσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2897221_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:668.4,urn:cite:fuSyntax:0085003sentences.2897221,4211,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897221_14,πᾶσ
ἄκουσαν,urn:cite:fuSyntax:0085003tokens.2897222_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:671.1,urn:cite:fuSyntax:0085003sentences.2897222,4223,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897222_6,ἀέκων1
διάστροφοι,urn:cite:fuSyntax:0085003tokens.2897224_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:673.6,urn:cite:fuSyntax:0085003sentences.2897224,4241,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897224_7,διάστροφοσ
ὀξυστόμῳ,urn:cite:fuSyntax:0085003tokens.2897224_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:674.9,urn:cite:fuSyntax:0085003sentences.2897224,4250,a-s---md-,urn:cite:fuSyntax:0085003tokens.2897224_16,ὀξύστομοσ
ἐμμανεῖ,urn:cite:fuSyntax:0085003tokens.2897224_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:675.3,urn:cite:fuSyntax:0085003sentences.2897224,4253,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897224_19,ἐμμανήσ
εὔποτόν,urn:cite:fuSyntax:0085003tokens.2897224_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:676.3,urn:cite:fuSyntax:0085003sentences.2897224,4257,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897224_25,εὔποτοσ
γηγενὴς,urn:cite:fuSyntax:0085003tokens.2897225_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:677.7,urn:cite:fuSyntax:0085003sentences.2897225,4267,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897225_6,γηγενήσ
ἄκρατος,urn:cite:fuSyntax:0085003tokens.2897225_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:678.1,urn:cite:fuSyntax:0085003sentences.2897225,4268,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897225_6,ἄκρατοσ
πυκνοῖς,urn:cite:fuSyntax:0085003tokens.2897225_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:678.6,urn:cite:fuSyntax:0085003sentences.2897225,4273,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897225_10,πυκνόσ
ἐμοὺς,urn:cite:fuSyntax:0085003tokens.2897225_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:679.4,urn:cite:fuSyntax:0085003sentences.2897225,4277,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897225_15,ἐμόσ
ἀπροσδόκητος,urn:cite:fuSyntax:0085003tokens.2897226_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:680.1,urn:cite:fuSyntax:0085003sentences.2897226,4281,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897226_5,ἀπροσδόκητοσ
αὐτὸν,urn:cite:fuSyntax:0085003tokens.2897226_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:680.3,urn:cite:fuSyntax:0085003sentences.2897226,4283,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897226_8,αὐτόσ
ἀφνίδιος,urn:cite:fuSyntax:0085003tokens.2897226_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:680.4,urn:cite:fuSyntax:0085003sentences.2897226,4284,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897226_5,ἀφνίδιοσ
θείᾳ,urn:cite:fuSyntax:0085003tokens.2897227_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:682.2,urn:cite:fuSyntax:0085003sentences.2897227,4294,a-s---fd-,urn:cite:fuSyntax:0085003tokens.2897227_4,θεῖοσ
λοιπὸν,urn:cite:fuSyntax:0085003tokens.2897229_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:684.1,urn:cite:fuSyntax:0085003sentences.2897229,4310,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897229_4,λοιπόσ
ψευδέσιν,urn:cite:fuSyntax:0085003tokens.2897230_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:685.3,urn:cite:fuSyntax:0085003sentences.2897230,4321,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897230_6,ψευδήσ
αἴσχιστον,urn:cite:fuSyntax:0085003tokens.2897231_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:686.1,urn:cite:fuSyntax:0085003sentences.2897231,4325,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897231_1,αἰσχρόσ
συνθέτους,urn:cite:fuSyntax:0085003tokens.2897231_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:686.4,urn:cite:fuSyntax:0085003sentences.2897231,4328,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897231_7,σύνθετοσ
ξένους,urn:cite:fuSyntax:0085003tokens.2897233_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:688.5,urn:cite:fuSyntax:0085003sentences.2897233,4342,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897233_7,ξένος
ἐμάν,urn:cite:fuSyntax:0085003tokens.2897233_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:689.5,urn:cite:fuSyntax:0085003sentences.2897233,4347,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897233_9,ἐμόσ
δυσθέατα,urn:cite:fuSyntax:0085003tokens.2897233_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:690.4,urn:cite:fuSyntax:0085003sentences.2897233,4352,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897233_16,δυσθέατοσ
δύσοιστα,urn:cite:fuSyntax:0085003tokens.2897233_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:690.6,urn:cite:fuSyntax:0085003sentences.2897233,4354,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897233_16,δύσοιστοσ
φάκει,urn:cite:fuSyntax:0085003tokens.2897233_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:691.8,urn:cite:fuSyntax:0085003sentences.2897233,4362,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897233_26,ἀμφήκης
ἐμάν,urn:cite:fuSyntax:0085003tokens.2897233_29,urn:cts:greekLit:tlg0085.tlg003.fuSyn:692.4,urn:cite:fuSyntax:0085003sentences.2897233,4366,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897233_28,ἐμόσ
πλέα,urn:cite:fuSyntax:0085003tokens.2897235_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:696.6,urn:cite:fuSyntax:0085003sentences.2897235,4383,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897235_8,πλέοσ
λοιπὰ,urn:cite:fuSyntax:0085003tokens.2897236_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:697.6,urn:cite:fuSyntax:0085003sentences.2897236,4392,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897236_7,λοιπόσ
γλυκὺ,urn:cite:fuSyntax:0085003tokens.2897238_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:698.8,urn:cite:fuSyntax:0085003sentences.2897238,4402,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897238_0,γλυκύσ
λοιπὸν,urn:cite:fuSyntax:0085003tokens.2897238_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:699.2,urn:cite:fuSyntax:0085003sentences.2897238,4404,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897238_7,λοιπόσ
ἐμοῦ,urn:cite:fuSyntax:0085003tokens.2897239_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:700.6,urn:cite:fuSyntax:0085003sentences.2897239,4414,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897239_7,ἐμόσ
πρῶτ᾽,urn:cite:fuSyntax:0085003tokens.2897240_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:701.6,urn:cite:fuSyntax:0085003sentences.2897240,4421,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897240_5,πρῶτοσ
ἑαυτῆς,urn:cite:fuSyntax:0085003tokens.2897240_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:702.3,urn:cite:fuSyntax:0085003sentences.2897240,4425,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897240_7,ἑαυτοῦ1
λοιπὰ,urn:cite:fuSyntax:0085003tokens.2897241_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:703.2,urn:cite:fuSyntax:0085003sentences.2897241,4430,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897241_4,λοιπόσ
οἷα,urn:cite:fuSyntax:0085003tokens.2897241_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:703.6,urn:cite:fuSyntax:0085003sentences.2897241,4434,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897241_8,οἷοσ
Ἰνάχειον,urn:cite:fuSyntax:0085003tokens.2897242_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:705.3,urn:cite:fuSyntax:0085003sentences.2897242,4446,a-s---nv-,urn:cite:fuSyntax:0085003tokens.2897242_4,Ἰνάχειος
ἐμοὺς,urn:cite:fuSyntax:0085003tokens.2897242_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:705.7,urn:cite:fuSyntax:0085003sentences.2897242,4450,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897242_8,ἐμόσ
πρῶτον,urn:cite:fuSyntax:0085003tokens.2897243_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:707.1,urn:cite:fuSyntax:0085003sentences.2897243,4461,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897243_9,πρῶτοσ
ἀνηρότους,urn:cite:fuSyntax:0085003tokens.2897243_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:708.4,urn:cite:fuSyntax:0085003sentences.2897243,4470,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897243_11,ἀνήροτοσ
πεδάρσιοι,urn:cite:fuSyntax:0085003tokens.2897244_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:710.1,urn:cite:fuSyntax:0085003sentences.2897244,4481,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897244_10,μετάρσιοσ
εὐκύκλοις,urn:cite:fuSyntax:0085003tokens.2897244_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:710.4,urn:cite:fuSyntax:0085003sentences.2897244,4484,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897244_13,εὔκυκλοσ
ἑκηβόλοις,urn:cite:fuSyntax:0085003tokens.2897244_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:711.1,urn:cite:fuSyntax:0085003sentences.2897244,4486,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897244_15,ἑκηβόλοσ
ἁλιστόνοις,urn:cite:fuSyntax:0085003tokens.2897245_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:712.6,urn:cite:fuSyntax:0085003sentences.2897245,4495,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2897245_9,ἁλίστονοσ
λαιᾶς,urn:cite:fuSyntax:0085003tokens.2897246_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:714.1,urn:cite:fuSyntax:0085003sentences.2897246,4502,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897246_3,λαιός
ἀνήμεροι,urn:cite:fuSyntax:0085003tokens.2897247_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:716.1,urn:cite:fuSyntax:0085003sentences.2897247,4515,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897247_4,ἀνήμεροσ
πρόσπλατοι,urn:cite:fuSyntax:0085003tokens.2897247_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:716.5,urn:cite:fuSyntax:0085003sentences.2897247,4519,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897247_4,πρόσπλατοσ
ξένοις,urn:cite:fuSyntax:0085003tokens.2897247_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:716.6,urn:cite:fuSyntax:0085003sentences.2897247,4520,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897247_5,ξένος
ψευδώνυμον,urn:cite:fuSyntax:0085003tokens.2897248_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:717.6,urn:cite:fuSyntax:0085003sentences.2897248,4527,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897248_4,ψευδώνυμοσ
εὔβατος,urn:cite:fuSyntax:0085003tokens.2897248_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:718.7,urn:cite:fuSyntax:0085003sentences.2897248,4535,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897248_10,εὔβατοσ
αὐτὸν,urn:cite:fuSyntax:0085003tokens.2897248_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:719.4,urn:cite:fuSyntax:0085003sentences.2897248,4541,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897248_21,αὐτόσ
ὕψιστον,urn:cite:fuSyntax:0085003tokens.2897248_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:720.1,urn:cite:fuSyntax:0085003sentences.2897248,4546,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897248_21,ὕψιστοσ
αὐτῶν,urn:cite:fuSyntax:0085003tokens.2897248_33,urn:cts:greekLit:tlg0085.tlg003.fuSyn:721.3,urn:cite:fuSyntax:0085003sentences.2897248,4554,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2897248_31,αὐτόσ
ἀστρογείτονας,urn:cite:fuSyntax:0085003tokens.2897249_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:721.5,urn:cite:fuSyntax:0085003sentences.2897249,4556,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897249_4,ἀστρογείτων1
μεσημβρινὴν,urn:cite:fuSyntax:0085003tokens.2897249_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:722.4,urn:cite:fuSyntax:0085003sentences.2897249,4562,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897249_9,μεσημβρινόσ
τραχεῖα,urn:cite:fuSyntax:0085003tokens.2897249_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:726.1,urn:cite:fuSyntax:0085003sentences.2897249,4581,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897249_29,τραχύσ
Σαλμυδησσία,urn:cite:fuSyntax:0085003tokens.2897249_28,urn:cts:greekLit:tlg0085.tlg003.fuSyn:726.3,urn:cite:fuSyntax:0085003sentences.2897249,4583,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897249_29,Σαλμυδήσσιος
ἐχθρόξενος,urn:cite:fuSyntax:0085003tokens.2897249_30,urn:cts:greekLit:tlg0085.tlg003.fuSyn:727.1,urn:cite:fuSyntax:0085003sentences.2897249,4585,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897249_29,ἐχθρόξενοσ
αὗταί,urn:cite:fuSyntax:0085003tokens.2897250_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:728.1,urn:cite:fuSyntax:0085003sentences.2897250,4591,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897250_3,οὗτοσ
αὐταῖς,urn:cite:fuSyntax:0085003tokens.2897251_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:729.4,urn:cite:fuSyntax:0085003sentences.2897251,4601,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2897251_7,αὐτόσ
στενοπόροις,urn:cite:fuSyntax:0085003tokens.2897251_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:729.5,urn:cite:fuSyntax:0085003sentences.2897251,4602,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2897251_7,στενόποροσ
Κιμμερικὸν,urn:cite:fuSyntax:0085003tokens.2897251_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:730.1,urn:cite:fuSyntax:0085003sentences.2897251,4605,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897251_1,Κιμμερικόσ
Μαιωτικόν,urn:cite:fuSyntax:0085003tokens.2897251_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:731.4,urn:cite:fuSyntax:0085003sentences.2897251,4615,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897251_16,Μαιώτησ
θνητοῖς,urn:cite:fuSyntax:0085003tokens.2897252_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:732.3,urn:cite:fuSyntax:0085003sentences.2897252,4619,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897252_1,θνητόσ
μέγας,urn:cite:fuSyntax:0085003tokens.2897252_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:732.6,urn:cite:fuSyntax:0085003sentences.2897252,4622,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897252_5,μέγασ
σῆς,urn:cite:fuSyntax:0085003tokens.2897252_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:733.2,urn:cite:fuSyntax:0085003sentences.2897252,4624,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897252_9,σόσ
ἐπώνυμος,urn:cite:fuSyntax:0085003tokens.2897252_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:733.7,urn:cite:fuSyntax:0085003sentences.2897252,4629,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897252_14,ἐπώνυμοσ
πάνθ᾽,urn:cite:fuSyntax:0085003tokens.2897254_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:736.7,urn:cite:fuSyntax:0085003sentences.2897254,4650,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897254_9,πᾶς
βίαιος,urn:cite:fuSyntax:0085003tokens.2897254_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:737.1,urn:cite:fuSyntax:0085003sentences.2897254,4652,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897254_14,βίαιοσ
θνητῇ,urn:cite:fuSyntax:0085003tokens.2897255_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:737.6,urn:cite:fuSyntax:0085003sentences.2897255,4657,a-s---fd-,urn:cite:fuSyntax:0085003tokens.2897255_6,θνητόσ
πικροῦ,urn:cite:fuSyntax:0085003tokens.2897256_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:739.1,urn:cite:fuSyntax:0085003sentences.2897256,4665,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897256_11,πικρόσ
σῶν,urn:cite:fuSyntax:0085003tokens.2897256_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:739.9,urn:cite:fuSyntax:0085003sentences.2897256,4673,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2897256_10,σόσ
λοιπὰ,urn:cite:fuSyntax:0085003tokens.2897260_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:744.5,urn:cite:fuSyntax:0085003sentences.2897260,4710,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897260_9,λοιπόσ
κακά,urn:cite:fuSyntax:0085003tokens.2897260_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:744.7,urn:cite:fuSyntax:0085003sentences.2897260,4712,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897260_8,κακόσ
λοιπὸν,urn:cite:fuSyntax:0085003tokens.2897261_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:745.4,urn:cite:fuSyntax:0085003sentences.2897261,4717,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897261_3,λοιπόσ
δυσχείμερόν,urn:cite:fuSyntax:0085003tokens.2897262_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:746.1,urn:cite:fuSyntax:0085003sentences.2897262,4722,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897262_3,δυσχείμεροσ
ἀτηρᾶς,urn:cite:fuSyntax:0085003tokens.2897262_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:746.4,urn:cite:fuSyntax:0085003sentences.2897262,4725,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897262_5,ἀτηρόσ
στύφλου,urn:cite:fuSyntax:0085003tokens.2897263_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:748.5,urn:cite:fuSyntax:0085003sentences.2897263,4742,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897263_16,στύφλοσ
πάντων,urn:cite:fuSyntax:0085003tokens.2897263_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:749.5,urn:cite:fuSyntax:0085003sentences.2897263,4749,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2897263_23,πᾶσ
κρεῖσσον,urn:cite:fuSyntax:0085003tokens.2897264_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:750.3,urn:cite:fuSyntax:0085003sentences.2897264,4753,a-s---nnc,urn:cite:fuSyntax:0085003tokens.2897264_0,κρείσσων1
ἁπάσας,urn:cite:fuSyntax:0085003tokens.2897264_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:751.3,urn:cite:fuSyntax:0085003sentences.2897264,4759,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897264_8,ἅπασ
ἐμοὺς,urn:cite:fuSyntax:0085003tokens.2897265_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:752.5,urn:cite:fuSyntax:0085003sentences.2897265,4768,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897265_6,ἐμόσ
αὕτη,urn:cite:fuSyntax:0085003tokens.2897266_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:754.1,urn:cite:fuSyntax:0085003sentences.2897266,4779,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897266_3,οὗτοσ
οὐδέν,urn:cite:fuSyntax:0085003tokens.2897267_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:755.3,urn:cite:fuSyntax:0085003sentences.2897267,4788,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897267_5,οὐδείσ
τύραννα,urn:cite:fuSyntax:0085003tokens.2897272_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:761.3,urn:cite:fuSyntax:0085003sentences.2897272,4839,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897272_4,τύραννος
αὐτὸς,urn:cite:fuSyntax:0085003tokens.2897273_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:762.2,urn:cite:fuSyntax:0085003sentences.2897273,4844,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897273_0,αὐτόσ
αὑτοῦ,urn:cite:fuSyntax:0085003tokens.2897273_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:762.3,urn:cite:fuSyntax:0085003sentences.2897273,4845,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897273_5,ἑαυτοῦ1
κενοφρόνων,urn:cite:fuSyntax:0085003tokens.2897273_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:762.4,urn:cite:fuSyntax:0085003sentences.2897273,4846,a-p---ng-,urn:cite:fuSyntax:0085003tokens.2897273_5,κενόφρων
ποίῳ,urn:cite:fuSyntax:0085003tokens.2897274_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:763.1,urn:cite:fuSyntax:0085003sentences.2897274,4849,a-s---md-,urn:cite:fuSyntax:0085003tokens.2897274_2,ποῖοσ
τοιοῦτον,urn:cite:fuSyntax:0085003tokens.2897276_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:764.3,urn:cite:fuSyntax:0085003sentences.2897276,4861,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897276_2,τοιοῦτοσ
θέορτον,urn:cite:fuSyntax:0085003tokens.2897277_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:765.1,urn:cite:fuSyntax:0085003sentences.2897277,4866,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897277_3,θέορτοσ
βρότειον,urn:cite:fuSyntax:0085003tokens.2897277_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:765.4,urn:cite:fuSyntax:0085003sentences.2897277,4869,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897277_3,βρότειοσ
ῥητόν,urn:cite:fuSyntax:0085003tokens.2897278_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:765.7,urn:cite:fuSyntax:0085003sentences.2897278,4872,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897278_1,ῥητόσ
ῥητὸν,urn:cite:fuSyntax:0085003tokens.2897280_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:766.7,urn:cite:fuSyntax:0085003sentences.2897280,4882,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897280_0,ῥητόσ
φέρτερον,urn:cite:fuSyntax:0085003tokens.2897282_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:768.5,urn:cite:fuSyntax:0085003sentences.2897282,4896,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897282_4,φέρτατοσ
