SEQ	TOKENURN	POS	HEAD	LEMMA
3124	urn:cite:fuSyntax:0085003tokens.2897129_19	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897129_17	εὐμορφία1
3125	urn:cite:fuSyntax:0085003tokens.2897129_20	u--------	urn:cite:fuSyntax:0085003tokens.2897129_0	περιοδ1
3126	urn:cite:fuSyntax:0085003tokens.2897130_1	n-s---fd-	urn:cite:fuSyntax:0085003tokens.2897130_4	κνῖσα1
3127	urn:cite:fuSyntax:0085003tokens.2897130_2	g--------	urn:cite:fuSyntax:0085003tokens.2897130_15	τε1
3128	urn:cite:fuSyntax:0085003tokens.2897130_3	n-p---na-	urn:cite:fuSyntax:0085003tokens.2897130_5	κῶλον1
3129	urn:cite:fuSyntax:0085003tokens.2897130_4	a-p---na-	urn:cite:fuSyntax:0085003tokens.2897130_3	συγκαλυπτόσ
3130	urn:cite:fuSyntax:0085003tokens.2897130_5	c--------	urn:cite:fuSyntax:0085003tokens.2897130_8	καί1
3131	urn:cite:fuSyntax:0085003tokens.2897130_6	a-s---fa-	urn:cite:fuSyntax:0085003tokens.2897130_7	μακρόσ
3132	urn:cite:fuSyntax:0085003tokens.2897130_7	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897130_5	ὀσφύσ
3133	urn:cite:fuSyntax:0085003tokens.2897130_8	t-sapamn-	urn:cite:fuSyntax:0085003tokens.2897130_12	πυρόω1
3134	urn:cite:fuSyntax:0085003tokens.2897130_9	a-s---fa-	urn:cite:fuSyntax:0085003tokens.2897130_11	δυστέκμαρτοσ
3135	urn:cite:fuSyntax:0085003tokens.2897130_10	r--------	urn:cite:fuSyntax:0085003tokens.2897130_12	εἰσ
3136	urn:cite:fuSyntax:0085003tokens.2897130_11	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2897130_10	τέχνη1
3137	urn:cite:fuSyntax:0085003tokens.2897130_12	v1saia---	urn:cite:fuSyntax:0085003tokens.2897130_15	ὁδόω1
3138	urn:cite:fuSyntax:0085003tokens.2897130_13	a-p---ma-	urn:cite:fuSyntax:0085003tokens.2897130_12	θνητόσ
3139	urn:cite:fuSyntax:0085003tokens.2897130_14	u--------	urn:cite:fuSyntax:0085003tokens.2897130_15	ξομμα1
3140	urn:cite:fuSyntax:0085003tokens.2897130_15	c--------	urn:cite:fuSyntax:0085003tokens.2897130_0	καί1
3141	urn:cite:fuSyntax:0085003tokens.2897130_16	a-p---na-	urn:cite:fuSyntax:0085003tokens.2897130_17	φλογωπόσ
3142	urn:cite:fuSyntax:0085003tokens.2897130_17	n-p---na-	urn:cite:fuSyntax:0085003tokens.2897130_18	σῆμα1
3143	urn:cite:fuSyntax:0085003tokens.2897130_18	v1saia---	urn:cite:fuSyntax:0085003tokens.2897130_15	ἐξομματόω1
3144	urn:cite:fuSyntax:0085003tokens.2897130_19	u--------	urn:cite:fuSyntax:0085003tokens.2897130_21	ξομμα1
3145	urn:cite:fuSyntax:0085003tokens.2897130_20	d--------	urn:cite:fuSyntax:0085003tokens.2897130_21	πρόσθεν1
3146	urn:cite:fuSyntax:0085003tokens.2897130_21	t-pppana-	urn:cite:fuSyntax:0085003tokens.2897130_17	εἰμί1
3147	urn:cite:fuSyntax:0085003tokens.2897130_22	a-p---na-	urn:cite:fuSyntax:0085003tokens.2897130_21	ἐπάργεμοσ
3148	urn:cite:fuSyntax:0085003tokens.2897130_23	u--------	urn:cite:fuSyntax:0085003tokens.2897130_0	περιοδ1
3149	urn:cite:fuSyntax:0085003tokens.2897131_1	a-p---nn-	urn:cite:fuSyntax:0085003tokens.2897131_0	τοιοῦτοσ
3150	urn:cite:fuSyntax:0085003tokens.2897131_2	g--------	urn:cite:fuSyntax:0085003tokens.2897131_0	μέν1
3151	urn:cite:fuSyntax:0085003tokens.2897131_3	g--------	urn:cite:fuSyntax:0085003tokens.2897131_2	δή1
3152	urn:cite:fuSyntax:0085003tokens.2897131_4	a-p---nn-	urn:cite:fuSyntax:0085003tokens.2897131_0	οὗτοσ
3153	urn:cite:fuSyntax:0085003tokens.2897131_5	u--------	urn:cite:fuSyntax:0085003tokens.2897131_0	πυνξ1
3154	urn:cite:fuSyntax:0085003tokens.2897132_1	r--------	urn:cite:fuSyntax:0085003tokens.2897132_4	ἔνερθε1
3155	urn:cite:fuSyntax:0085003tokens.2897132_2	g--------	urn:cite:fuSyntax:0085003tokens.2897132_18	δέ1
3156	urn:cite:fuSyntax:0085003tokens.2897132_3	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897132_1	χθών1
3157	urn:cite:fuSyntax:0085003tokens.2897132_4	t-prpena-	urn:cite:fuSyntax:0085003tokens.2897132_8	κρύπτω1
3158	urn:cite:fuSyntax:0085003tokens.2897132_5	u--------	urn:cite:fuSyntax:0085003tokens.2897132_8	ξομμα1
3159	urn:cite:fuSyntax:0085003tokens.2897132_6	n-p---md-	urn:cite:fuSyntax:0085003tokens.2897132_7	ἄνθρωποσ
3160	urn:cite:fuSyntax:0085003tokens.2897132_7	n-p---na-	urn:cite:fuSyntax:0085003tokens.2897132_8	ὠφέλημα1
3161	urn:cite:fuSyntax:0085003tokens.2897132_8	u--------	urn:cite:fuSyntax:0085003tokens.2897132_21	ξομμα1
3162	urn:cite:fuSyntax:0085003tokens.2897132_9	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897132_16	χαλκόσ
3163	urn:cite:fuSyntax:0085003tokens.2897132_10	u--------	urn:cite:fuSyntax:0085003tokens.2897132_16	ξομμα1
3164	urn:cite:fuSyntax:0085003tokens.2897132_11	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897132_16	σίδηροσ
3165	urn:cite:fuSyntax:0085003tokens.2897132_12	u--------	urn:cite:fuSyntax:0085003tokens.2897132_16	ξομμα1
3166	urn:cite:fuSyntax:0085003tokens.2897132_13	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897132_16	ἄργυροσ
3167	urn:cite:fuSyntax:0085003tokens.2897132_14	u--------	urn:cite:fuSyntax:0085003tokens.2897132_16	ξομμα1
3168	urn:cite:fuSyntax:0085003tokens.2897132_15	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2897132_16	χρυσόσ
3169	urn:cite:fuSyntax:0085003tokens.2897132_16	g--------	urn:cite:fuSyntax:0085003tokens.2897132_8	τε1
3170	urn:cite:fuSyntax:0085003tokens.2897132_17	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897132_18	τίς
3171	urn:cite:fuSyntax:0085003tokens.2897132_18	v3saoa---	urn:cite:fuSyntax:0085003tokens.2897132_0	φημί1
3172	urn:cite:fuSyntax:0085003tokens.2897132_19	g--------	urn:cite:fuSyntax:0085003tokens.2897132_18	ἄν1
3173	urn:cite:fuSyntax:0085003tokens.2897132_20	d--------	urn:cite:fuSyntax:0085003tokens.2897132_21	πάροιθε
3174	urn:cite:fuSyntax:0085003tokens.2897132_21	v--ana---	urn:cite:fuSyntax:0085003tokens.2897132_18	ἐξευρίσκω1
3175	urn:cite:fuSyntax:0085003tokens.2897132_22	a-s---mg-	urn:cite:fuSyntax:0085003tokens.2897132_20	ἐμόσ
3176	urn:cite:fuSyntax:0085003tokens.2897132_23	u--------	urn:cite:fuSyntax:0085003tokens.2897132_0	πυνξ1
3177	urn:cite:fuSyntax:0085003tokens.2897133_1	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897133_0	οὐδείς
3178	urn:cite:fuSyntax:0085003tokens.2897133_2	u--------	urn:cite:fuSyntax:0085003tokens.2897133_4	ξομμα1
3179	urn:cite:fuSyntax:0085003tokens.2897133_3	d--------	urn:cite:fuSyntax:0085003tokens.2897133_4	σάφα1
3180	urn:cite:fuSyntax:0085003tokens.2897133_4	v1sria---	urn:cite:fuSyntax:0085003tokens.2897133_1	οἶδα1
3181	urn:cite:fuSyntax:0085003tokens.2897133_5	u--------	urn:cite:fuSyntax:0085003tokens.2897133_4	ξομμα1
3182	urn:cite:fuSyntax:0085003tokens.2897133_6	c--------	urn:cite:fuSyntax:0085003tokens.2897133_9	μή1
3183	urn:cite:fuSyntax:0085003tokens.2897133_7	d--------	urn:cite:fuSyntax:0085003tokens.2897133_8	μάτην1
3184	urn:cite:fuSyntax:0085003tokens.2897133_8	v--ana---	urn:cite:fuSyntax:0085003tokens.2897133_9	φλύω1
3185	urn:cite:fuSyntax:0085003tokens.2897133_9	t-sppamn-	urn:cite:fuSyntax:0085003tokens.2897133_0	ἐθέλω1
3186	urn:cite:fuSyntax:0085003tokens.2897133_10	u--------	urn:cite:fuSyntax:0085003tokens.2897133_0	περιοδ1
3187	urn:cite:fuSyntax:0085003tokens.2897134_1	a-s---md-	urn:cite:fuSyntax:0085003tokens.2897134_3	βραχύσ
3188	urn:cite:fuSyntax:0085003tokens.2897134_2	g--------	urn:cite:fuSyntax:0085003tokens.2897134_6	δέ1
3189	urn:cite:fuSyntax:0085003tokens.2897134_3	n-s---md-	urn:cite:fuSyntax:0085003tokens.2897134_6	μῦθοσ
3190	urn:cite:fuSyntax:0085003tokens.2897134_4	a-p---na-	urn:cite:fuSyntax:0085003tokens.2897134_6	πᾶσ
3191	urn:cite:fuSyntax:0085003tokens.2897134_5	d--------	urn:cite:fuSyntax:0085003tokens.2897134_6	συλλήβδην1
3192	urn:cite:fuSyntax:0085003tokens.2897134_6	v2sama---	urn:cite:fuSyntax:0085003tokens.2897134_7	μανθάνω1
3193	urn:cite:fuSyntax:0085003tokens.2897134_7	u--------	urn:cite:fuSyntax:0085003tokens.2897134_0	ξομμα1
3194	urn:cite:fuSyntax:0085003tokens.2897134_8	a-p---fn-	urn:cite:fuSyntax:0085003tokens.2897134_9	πᾶσ
3195	urn:cite:fuSyntax:0085003tokens.2897134_9	n-p---fn-	urn:cite:fuSyntax:0085003tokens.2897134_7	τέχνη1
3196	urn:cite:fuSyntax:0085003tokens.2897134_10	n-p---md-	urn:cite:fuSyntax:0085003tokens.2897134_7	βροτόσ
3197	urn:cite:fuSyntax:0085003tokens.2897134_11	r--------	urn:cite:fuSyntax:0085003tokens.2897134_7	ἐκ1
3198	urn:cite:fuSyntax:0085003tokens.2897134_12	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897134_11	Προμηθεύσ
3199	urn:cite:fuSyntax:0085003tokens.2897134_13	u--------	urn:cite:fuSyntax:0085003tokens.2897134_0	περιοδ1
3200	urn:cite:fuSyntax:0085003tokens.2897135_1	c--------	urn:cite:fuSyntax:0085003tokens.2897135_10	μή1
3201	urn:cite:fuSyntax:0085003tokens.2897135_2	d--------	urn:cite:fuSyntax:0085003tokens.2897135_1	νῦν1
3202	urn:cite:fuSyntax:0085003tokens.2897135_3	n-p---ma-	urn:cite:fuSyntax:0085003tokens.2897135_5	βροτόσ
3203	urn:cite:fuSyntax:0085003tokens.2897135_4	g--------	urn:cite:fuSyntax:0085003tokens.2897135_10	μέν1
3204	urn:cite:fuSyntax:0085003tokens.2897135_5	v2spma---	urn:cite:fuSyntax:0085003tokens.2897135_10	ὠφελέω1
3205	urn:cite:fuSyntax:0085003tokens.2897135_6	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897135_7	καιρόσ
3206	urn:cite:fuSyntax:0085003tokens.2897135_7	d--------	urn:cite:fuSyntax:0085003tokens.2897135_5	πέρα1
3207	urn:cite:fuSyntax:0085003tokens.2897135_8	u--------	urn:cite:fuSyntax:0085003tokens.2897135_10	ξομμα1
3208	urn:cite:fuSyntax:0085003tokens.2897135_9	p-s---mg-	urn:cite:fuSyntax:0085003tokens.2897135_11	σεαυτοῦ
3209	urn:cite:fuSyntax:0085003tokens.2897135_10	g--------	urn:cite:fuSyntax:0085003tokens.2897135_0	δέ1
3210	urn:cite:fuSyntax:0085003tokens.2897135_11	v2spma---	urn:cite:fuSyntax:0085003tokens.2897135_10	ἀκηδέω1
3211	urn:cite:fuSyntax:0085003tokens.2897135_12	t-sppamg-	urn:cite:fuSyntax:0085003tokens.2897135_9	δυστυχέω1
3212	urn:cite:fuSyntax:0085003tokens.2897135_13	u--------	urn:cite:fuSyntax:0085003tokens.2897135_0	περιοδ1
3213	urn:cite:fuSyntax:0085003tokens.2897136_1	c--------	urn:cite:fuSyntax:0085003tokens.2897136_0	ὡσ
3214	urn:cite:fuSyntax:0085003tokens.2897136_2	p-s---fn-	urn:cite:fuSyntax:0085003tokens.2897136_4	ἐγώ1
3215	urn:cite:fuSyntax:0085003tokens.2897136_3	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897136_4	εὔελπις
3216	urn:cite:fuSyntax:0085003tokens.2897136_4	v1spia---	urn:cite:fuSyntax:0085003tokens.2897136_1	εἰμί1
3217	urn:cite:fuSyntax:0085003tokens.2897136_5	p-p---mg-	urn:cite:fuSyntax:0085003tokens.2897136_8	ὅδε1
3218	urn:cite:fuSyntax:0085003tokens.2897136_6	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2897136_13	σύ1
3219	urn:cite:fuSyntax:0085003tokens.2897136_7	r--------	urn:cite:fuSyntax:0085003tokens.2897136_10	ἐκ1
3220	urn:cite:fuSyntax:0085003tokens.2897136_8	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2897136_7	δεσμόσ
3221	urn:cite:fuSyntax:0085003tokens.2897136_9	d--------	urn:cite:fuSyntax:0085003tokens.2897136_13	ἔτι1
3222	urn:cite:fuSyntax:0085003tokens.2897136_10	t-sappma-	urn:cite:fuSyntax:0085003tokens.2897136_13	λύω1
3223	urn:cite:fuSyntax:0085003tokens.2897136_11	n-s---na-	urn:cite:fuSyntax:0085003tokens.2897136_12	μηδείσ
3224	urn:cite:fuSyntax:0085003tokens.2897136_12	a-s---nnc	urn:cite:fuSyntax:0085003tokens.2897136_13	μείων1
3225	urn:cite:fuSyntax:0085003tokens.2897136_13	v--fna---	urn:cite:fuSyntax:0085003tokens.2897136_3	ἰσχύω1
3226	urn:cite:fuSyntax:0085003tokens.2897136_14	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897136_12	Ζεύσ
3227	urn:cite:fuSyntax:0085003tokens.2897136_15	u--------	urn:cite:fuSyntax:0085003tokens.2897136_0	περιοδ1
3228	urn:cite:fuSyntax:0085003tokens.2897137_1	d--------	urn:cite:fuSyntax:0085003tokens.2897137_8	οὐ1
3229	urn:cite:fuSyntax:0085003tokens.2897137_2	a-p---na-	urn:cite:fuSyntax:0085003tokens.2897137_7	οὗτοσ
3230	urn:cite:fuSyntax:0085003tokens.2897137_3	d--------	urn:cite:fuSyntax:0085003tokens.2897137_7	ταύτῃ1
3231	urn:cite:fuSyntax:0085003tokens.2897137_4	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897137_8	μοῖρα1
3232	urn:cite:fuSyntax:0085003tokens.2897137_5	g--------	urn:cite:fuSyntax:0085003tokens.2897137_1	πω1
3233	urn:cite:fuSyntax:0085003tokens.2897137_6	a-s---fn-	urn:cite:fuSyntax:0085003tokens.2897137_4	τελεσφόροσ
3234	urn:cite:fuSyntax:0085003tokens.2897137_7	v--ana---	urn:cite:fuSyntax:0085003tokens.2897137_8	κραίνω1
3235	urn:cite:fuSyntax:0085003tokens.2897137_8	v3srie---	urn:cite:fuSyntax:0085003tokens.2897137_11	πόρω1
3236	urn:cite:fuSyntax:0085003tokens.2897137_9	u--------	urn:cite:fuSyntax:0085003tokens.2897137_11	ξομμα1
3237	urn:cite:fuSyntax:0085003tokens.2897137_10	a-p---fd-	urn:cite:fuSyntax:0085003tokens.2897137_14	μυρίοσ
3238	urn:cite:fuSyntax:0085003tokens.2897137_11	g--------	urn:cite:fuSyntax:0085003tokens.2897137_0	δέ1
3239	urn:cite:fuSyntax:0085003tokens.2897137_12	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2897137_14	πημονή1
3240	urn:cite:fuSyntax:0085003tokens.2897137_13	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2897137_14	δύη1
3241	urn:cite:fuSyntax:0085003tokens.2897137_14	g--------	urn:cite:fuSyntax:0085003tokens.2897137_15	τε1
3242	urn:cite:fuSyntax:0085003tokens.2897137_15	t-sappmn-	urn:cite:fuSyntax:0085003tokens.2897137_18	κάμπτω1
3243	urn:cite:fuSyntax:0085003tokens.2897137_16	d--------	urn:cite:fuSyntax:0085003tokens.2897137_18	ὧδε1
3244	urn:cite:fuSyntax:0085003tokens.2897137_17	n-p---na-	urn:cite:fuSyntax:0085003tokens.2897137_18	δεσμόσ
3245	urn:cite:fuSyntax:0085003tokens.2897137_18	v1spia---	urn:cite:fuSyntax:0085003tokens.2897137_11	φυγγάνω1
3246	urn:cite:fuSyntax:0085003tokens.2897137_19	u--------	urn:cite:fuSyntax:0085003tokens.2897137_0	πυνξ1
3247	urn:cite:fuSyntax:0085003tokens.2897138_1	n-s---fn-	urn:cite:fuSyntax:0085003tokens.2897138_0	τέχνη1
3248	urn:cite:fuSyntax:0085003tokens.2897138_2	g--------	urn:cite:fuSyntax:0085003tokens.2897138_0	δέ1
3249	urn:cite:fuSyntax:0085003tokens.2897138_3	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897138_4	ἀνάγκη1
3250	urn:cite:fuSyntax:0085003tokens.2897138_4	a-s---fnc	urn:cite:fuSyntax:0085003tokens.2897138_0	ἀσθενήσ
3251	urn:cite:fuSyntax:0085003tokens.2897138_5	a-s---nd-	urn:cite:fuSyntax:0085003tokens.2897138_4	μακρόσ
3252	urn:cite:fuSyntax:0085003tokens.2897138_6	u--------	urn:cite:fuSyntax:0085003tokens.2897138_0	περιοδ1
3253	urn:cite:fuSyntax:0085003tokens.2897139_1	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897139_4	τίς
3254	urn:cite:fuSyntax:0085003tokens.2897139_2	g--------	urn:cite:fuSyntax:0085003tokens.2897139_1	οὖν1
3255	urn:cite:fuSyntax:0085003tokens.2897139_3	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2897139_5	ἀνάγκη1
3256	urn:cite:fuSyntax:0085003tokens.2897139_4	v3spia---	urn:cite:fuSyntax:0085003tokens.2897139_0	εἰμί1
3257	urn:cite:fuSyntax:0085003tokens.2897139_5	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897139_4	οἰακοστρόφοσ
3258	urn:cite:fuSyntax:0085003tokens.2897139_6	u--------	urn:cite:fuSyntax:0085003tokens.2897139_0	πυνξ1
3259	urn:cite:fuSyntax:0085003tokens.2897140_1	n-p---fn-	urn:cite:fuSyntax:0085003tokens.2897140_4	μοῖρα1
3260	urn:cite:fuSyntax:0085003tokens.2897140_2	a-p---fn-	urn:cite:fuSyntax:0085003tokens.2897140_1	τρίμορφοσ
3261	urn:cite:fuSyntax:0085003tokens.2897140_3	a-p---fn-	urn:cite:fuSyntax:0085003tokens.2897140_5	μνήμων1
3262	urn:cite:fuSyntax:0085003tokens.2897140_4	g--------	urn:cite:fuSyntax:0085003tokens.2897140_0	τε1
3263	urn:cite:fuSyntax:0085003tokens.2897140_5	n-p---fn-	urn:cite:fuSyntax:0085003tokens.2897140_4	Ἐρινύσ
3264	urn:cite:fuSyntax:0085003tokens.2897141_1	a-p---mg-	urn:cite:fuSyntax:0085003tokens.2897141_5	οὗτοσ
3265	urn:cite:fuSyntax:0085003tokens.2897141_2	g--------	urn:cite:fuSyntax:0085003tokens.2897141_4	ἄρα1
3266	urn:cite:fuSyntax:0085003tokens.2897141_3	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897141_4	Ζεύσ
3267	urn:cite:fuSyntax:0085003tokens.2897141_4	v3spia---	urn:cite:fuSyntax:0085003tokens.2897141_0	εἰμί1
3268	urn:cite:fuSyntax:0085003tokens.2897141_5	a-s---mnc	urn:cite:fuSyntax:0085003tokens.2897141_4	ἀσθενήσ
3269	urn:cite:fuSyntax:0085003tokens.2897141_6	u--------	urn:cite:fuSyntax:0085003tokens.2897141_0	πυνξ1
3270	urn:cite:fuSyntax:0085003tokens.2897142_1	d--------	urn:cite:fuSyntax:0085003tokens.2897142_3	οὔκουν1
3271	urn:cite:fuSyntax:0085003tokens.2897142_2	g--------	urn:cite:fuSyntax:0085003tokens.2897142_3	ἄν1
3272	urn:cite:fuSyntax:0085003tokens.2897142_3	v3saoa---	urn:cite:fuSyntax:0085003tokens.2897142_0	ἐκφεύγω1
3273	urn:cite:fuSyntax:0085003tokens.2897142_4	g--------	urn:cite:fuSyntax:0085003tokens.2897142_3	γε1
3274	urn:cite:fuSyntax:0085003tokens.2897142_5	l-s---fa-	urn:cite:fuSyntax:0085003tokens.2897142_6	ὁ1
3275	urn:cite:fuSyntax:0085003tokens.2897142_6	t-srpefa-	urn:cite:fuSyntax:0085003tokens.2897142_3	πόρω1
3276	urn:cite:fuSyntax:0085003tokens.2897142_7	u--------	urn:cite:fuSyntax:0085003tokens.2897142_0	περιοδ1
3277	urn:cite:fuSyntax:0085003tokens.2897143_1	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897143_3	τίς
3278	urn:cite:fuSyntax:0085003tokens.2897143_2	g--------	urn:cite:fuSyntax:0085003tokens.2897143_3	γάρ1
3279	urn:cite:fuSyntax:0085003tokens.2897143_3	v3srie---	urn:cite:fuSyntax:0085003tokens.2897143_0	πόρω1
3280	urn:cite:fuSyntax:0085003tokens.2897143_4	n-s---md-	urn:cite:fuSyntax:0085003tokens.2897143_3	Ζεύσ
3281	urn:cite:fuSyntax:0085003tokens.2897143_5	r--------	urn:cite:fuSyntax:0085003tokens.2897143_3	πλήν1
3282	urn:cite:fuSyntax:0085003tokens.2897143_6	d--------	urn:cite:fuSyntax:0085003tokens.2897143_7	ἀεί1
3283	urn:cite:fuSyntax:0085003tokens.2897143_7	v--pna---	urn:cite:fuSyntax:0085003tokens.2897143_5	κρατέω1
3284	urn:cite:fuSyntax:0085003tokens.2897143_8	u--------	urn:cite:fuSyntax:0085003tokens.2897143_0	πυνξ1
3285	urn:cite:fuSyntax:0085003tokens.2897144_1	a-s---na-	urn:cite:fuSyntax:0085003tokens.2897144_4	οὗτοσ
3286	urn:cite:fuSyntax:0085003tokens.2897144_2	d--------	urn:cite:fuSyntax:0085003tokens.2897144_4	οὐκέτι1
3287	urn:cite:fuSyntax:0085003tokens.2897144_3	g--------	urn:cite:fuSyntax:0085003tokens.2897144_4	ἄν1
3288	urn:cite:fuSyntax:0085003tokens.2897144_4	v2saom---	urn:cite:fuSyntax:0085003tokens.2897144_6	πυνθάνομαι1
3289	urn:cite:fuSyntax:0085003tokens.2897144_5	g--------	urn:cite:fuSyntax:0085003tokens.2897144_7	μηδέ1
3290	urn:cite:fuSyntax:0085003tokens.2897144_6	g--------	urn:cite:fuSyntax:0085003tokens.2897144_0	δέ1
3291	urn:cite:fuSyntax:0085003tokens.2897144_7	v2spma---	urn:cite:fuSyntax:0085003tokens.2897144_6	λιπαρέω1
3292	urn:cite:fuSyntax:0085003tokens.2897144_8	u--------	urn:cite:fuSyntax:0085003tokens.2897144_0	περιοδ1
3293	urn:cite:fuSyntax:0085003tokens.2897145_1	d--------	urn:cite:fuSyntax:0085003tokens.2897145_5	ἦ1
3294	urn:cite:fuSyntax:0085003tokens.2897145_2	d--------	urn:cite:fuSyntax:0085003tokens.2897145_1	πού1
3295	urn:cite:fuSyntax:0085003tokens.2897145_3	p-s---nn-	urn:cite:fuSyntax:0085003tokens.2897145_5	τισ
3296	urn:cite:fuSyntax:0085003tokens.2897145_4	a-s---nn-	urn:cite:fuSyntax:0085003tokens.2897145_3	σεμνόσ
3297	urn:cite:fuSyntax:0085003tokens.2897145_5	v3spia---	urn:cite:fuSyntax:0085003tokens.2897145_0	εἰμί1
3298	urn:cite:fuSyntax:0085003tokens.2897145_6	p-s---na-	urn:cite:fuSyntax:0085003tokens.2897145_7	ὅσ
3299	urn:cite:fuSyntax:0085003tokens.2897145_7	v2spia---	urn:cite:fuSyntax:0085003tokens.2897145_5	συναμπέχω1
3300	urn:cite:fuSyntax:0085003tokens.2897145_8	u--------	urn:cite:fuSyntax:0085003tokens.2897145_0	περιοδ1
3301	urn:cite:fuSyntax:0085003tokens.2897146_1	a-s---mg-	urn:cite:fuSyntax:0085003tokens.2897146_2	ἄλλοσ
3302	urn:cite:fuSyntax:0085003tokens.2897146_2	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2897146_3	λόγοσ
3303	urn:cite:fuSyntax:0085003tokens.2897146_3	v2prie---	urn:cite:fuSyntax:0085003tokens.2897146_11	μιμνήσκω1
3304	urn:cite:fuSyntax:0085003tokens.2897146_4	u--------	urn:cite:fuSyntax:0085003tokens.2897146_11	ξομμα1
3305	urn:cite:fuSyntax:0085003tokens.2897146_5	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2897146_9	ὅδε1
3306	urn:cite:fuSyntax:0085003tokens.2897146_6	g--------	urn:cite:fuSyntax:0085003tokens.2897146_11	δέ1
3307	urn:cite:fuSyntax:0085003tokens.2897146_7	d--------	urn:cite:fuSyntax:0085003tokens.2897146_8	οὐδαμῶσ
3308	urn:cite:fuSyntax:0085003tokens.2897146_8	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2897146_11	καιρόσ
3309	urn:cite:fuSyntax:0085003tokens.2897146_9	v--pna---	urn:cite:fuSyntax:0085003tokens.2897146_11	γεγωνέω1
3310	urn:cite:fuSyntax:0085003tokens.2897146_10	u--------	urn:cite:fuSyntax:0085003tokens.2897146_11	ξομμα1
3311	urn:cite:fuSyntax:0085003tokens.2897146_11	d--------	urn:cite:fuSyntax:0085003tokens.2897146_0	ἀλλά1
3312	urn:cite:fuSyntax:0085003tokens.2897146_12	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2897146_11	συγκαλυπτέοσ
3313	urn:cite:fuSyntax:0085003tokens.2897146_13	a-s---na-	urn:cite:fuSyntax:0085003tokens.2897146_14	ὅσοσ
3314	urn:cite:fuSyntax:0085003tokens.2897146_14	d--------	urn:cite:fuSyntax:0085003tokens.2897146_12	μάλιστα1
3315	urn:cite:fuSyntax:0085003tokens.2897146_15	u--------	urn:cite:fuSyntax:0085003tokens.2897146_0	πυνξ1
3316	urn:cite:fuSyntax:0085003tokens.2897147_1	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2897147_3	ὅδε1
3317	urn:cite:fuSyntax:0085003tokens.2897147_2	g--------	urn:cite:fuSyntax:0085003tokens.2897147_9	γάρ1
3318	urn:cite:fuSyntax:0085003tokens.2897147_3	t-sppamn-	urn:cite:fuSyntax:0085003tokens.2897147_9	σώζω1
3319	urn:cite:fuSyntax:0085003tokens.2897147_4	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2897147_9	ἐγώ1
3320	urn:cite:fuSyntax:0085003tokens.2897147_5	n-p---ma-	urn:cite:fuSyntax:0085003tokens.2897147_7	δεσμόσ
